window	num_games	average_win_rate	standard_deviation
2155	1315	0.5118631179	0.1564699351
2156	1314	0.5114916286	0.1594713403
2157	1310	0.5136641221	0.1553263302
2158	1306	0.5141653905	0.1561107027
2159	1299	0.5116243264	0.154816121
2160	1294	0.5110510046	0.1566949276
2161	1291	0.5090627421	0.1572024156
2162	1289	0.5081458495	0.1559884735
2163	1283	0.5095089634	0.1553012075
2164	1279	0.508444097	0.1544968472
2165	1276	0.5079153605	0.1520756464
2166	1272	0.5062106918	0.1512030777
2167	1266	0.5048973144	0.1522595394
2168	1260	0.5073809524	0.1491280401
2169	1258	0.5052464229	0.1462443825
2170	1255	0.5059760956	0.1459279397
2171	1252	0.5092651757	0.1495801471
2172	1249	0.510968775	0.1504190245
2173	1244	0.5117363344	0.1482172992
2174	1241	0.5129734085	0.1497812752
2175	1234	0.5128849271	0.1477138854
2176	1232	0.517288961	0.1498964608
2177	1230	0.5177235772	0.1508071132
2178	1227	0.5144254279	0.1526048477
2179	1225	0.5164897959	0.1529222989
2180	1220	0.5140163934	0.1537251104
2181	1216	0.5116776316	0.1499291983
2182	1213	0.5118713932	0.1492742872
2183	1208	0.5088576159	0.1505377324
2184	1206	0.5103648425	0.1499597499
2185	1201	0.5104912573	0.150458113
2186	1199	0.5080900751	0.1531202471
2187	1195	0.5076150628	0.1541631558
2188	1186	0.5075885329	0.155754442
2189	1182	0.5061759729	0.1570263953
2190	1179	0.5055131467	0.1513696713
2191	1177	0.5051826678	0.1517901833
2192	1177	0.5050127443	0.1519077908
2193	1173	0.5062233589	0.150827695
2194	1172	0.5026450512	0.1504878311
2195	1171	0.503501281	0.1510443144
2196	1165	0.5036051502	0.1542665281
2197	1162	0.502151463	0.156237554
2198	1158	0.5025906736	0.1545851543
2199	1151	0.5042571677	0.151417111
2200	1147	0.5054054054	0.1531035699
2201	1143	0.5072615923	0.1497438138
2202	1140	0.5060526316	0.1506367678
2203	1136	0.5058978873	0.1500894222
2204	1132	0.5075971731	0.1487719587
2205	1129	0.5075287865	0.150364203
2206	1126	0.5062166963	0.1507131747
2207	1123	0.5096170971	0.149669078
2208	1121	0.5098126673	0.1486545687
2209	1118	0.5127012522	0.1503711634
2210	1113	0.513836478	0.1506109697
2211	1113	0.5141060198	0.1489964498
2212	1106	0.5148282098	0.1471760007
2213	1105	0.5177375566	0.1485140391
2214	1104	0.5167572464	0.1518007578
2215	1103	0.514505893	0.1488179649
2216	1101	0.5147138965	0.1460395567
2217	1096	0.5131386861	0.146836479
2218	1092	0.511996337	0.1464877196
2219	1090	0.5077981651	0.1479639046
2220	1089	0.5072543618	0.1483694373
2221	1088	0.5070772059	0.1480122757
2222	1087	0.5073597056	0.1504397796
2223	1082	0.5030499076	0.1534565853
2224	1081	0.5047178538	0.156055503
2225	1077	0.5051996286	0.1557647504
2226	1073	0.5034482759	0.1585619244
2227	1072	0.5077425373	0.1588371248
2228	1066	0.5048780488	0.1590739917
2229	1059	0.5061378659	0.1559342488
2230	1058	0.5095463138	0.1568643058
2231	1057	0.5069063387	0.1547714271
2232	1053	0.5044634378	0.1513755286
2233	1049	0.5088655863	0.1519731991
2234	1045	0.5088995215	0.1561107276
2235	1040	0.5107692308	0.1534832258
2236	1037	0.5102217936	0.1566022084
2237	1036	0.5102316602	0.1575988517
2238	1034	0.5140232108	0.1548277368
2239	1031	0.5153249273	0.1581840024
2240	1030	0.5132038835	0.1570369667
2241	1026	0.5152046784	0.1573501546
2242	1023	0.5205278592	0.1542139117
2243	1018	0.5221021611	0.1542224982
2244	1012	0.5233201581	0.1560051062
2245	1008	0.5211309524	0.158802284
2246	1008	0.5226190476	0.1604936757
2247	1008	0.5208333333	0.1563551234
2248	1003	0.5157527418	0.1562621295
2249	997	0.5177532598	0.1547501539
2250	992	0.5163306452	0.1536368373
2251	991	0.5132189707	0.1564516718
2252	988	0.512854251	0.1499215416
2253	986	0.5114604462	0.1517327136
2254	981	0.5074413863	0.1549577493
2255	978	0.5098159509	0.1535062826
2256	972	0.5086419753	0.153984819
2257	966	0.5067287785	0.1529768888
2258	965	0.5088082902	0.1495247377
2259	963	0.5041536864	0.1490133186
2260	958	0.5039665971	0.1516951086
2261	952	0.5040966387	0.1504685368
2262	949	0.5035827187	0.1520766637
2263	947	0.5025343189	0.147610026
2264	942	0.5054140127	0.149458998
2265	942	0.5020169851	0.150674942
2266	934	0.5019271949	0.1480657988
2267	931	0.5022556391	0.1495617054
2268	929	0.500861141	0.148256139
2269	929	0.5033369214	0.150061543
2270	927	0.5002157497	0.153210718
2271	925	0.5017297297	0.156230019
2272	923	0.5024918743	0.1526375858
2273	919	0.5035908596	0.1513024706
2274	916	0.5016375546	0.1533737894
2275	910	0.501978022	0.156810376
2276	909	0.501870187	0.153960622
2277	908	0.5018722467	0.1536158074
2278	907	0.5016538037	0.155415009
2279	905	0.4994475138	0.1509810414
2280	899	0.5040044494	0.1533663197
2281	896	0.5013392857	0.1541045305
2282	894	0.5014541387	0.155683201
2283	893	0.4998880179	0.156351131
2284	887	0.5020293123	0.1578332259
2285	886	0.5071106095	0.1575245982
2286	882	0.5095238095	0.1548168401
2287	879	0.5104664391	0.1509307821
2288	878	0.5138952164	0.1502104763
2289	876	0.5147260274	0.1489691912
2290	873	0.5140893471	0.1531520706
2291	870	0.5175862069	0.1556629539
2292	869	0.5174913694	0.1534195238
2293	869	0.516570771	0.1523931869
2294	866	0.516743649	0.1556748591
2295	863	0.5128621089	0.1583783353
2296	861	0.5154471545	0.1518165378
2297	858	0.5144522145	0.1539714825
2298	854	0.5115925059	0.1549920078
2299	849	0.5083627797	0.151438428
2300	842	0.5096199525	0.1514462283
2301	839	0.5085816448	0.1500028294
2302	838	0.5082338902	0.1518901836
2303	833	0.5097238896	0.1501948974
2304	828	0.5080917874	0.153524554
2305	826	0.5095641646	0.1528361539
2306	825	0.5052121212	0.1499397369
2307	823	0.5036452005	0.1475151182
2308	820	0.5025609756	0.153434748
2309	818	0.5061124694	0.1538004202
2310	814	0.5066339066	0.1527961213
2311	812	0.5023399015	0.1551479279
2312	809	0.5014833127	0.1502294085
2313	807	0.4978934325	0.1518429487
2314	803	0.5	0.1472876397
2315	800	0.501625	0.1464918406
2316	798	0.5026315789	0.150289919
2317	792	0.5056818182	0.1477287296
2318	789	0.5072243346	0.1532446758
2319	787	0.5085133418	0.1516238265
2320	787	0.5105463787	0.152332417
2321	785	0.512866242	0.1564740916
2322	781	0.5145966709	0.158875683
2323	781	0.5154929577	0.1587504634
2324	778	0.5133676093	0.1561135342
2325	776	0.5158505155	0.1534610946
2326	775	0.5144516129	0.1542438034
2327	772	0.5116580311	0.1535211827
2328	770	0.5137662338	0.1538850892
2329	768	0.50859375	0.1528517172
2330	766	0.5065274151	0.1573580961
2331	764	0.5060209424	0.1535458033
2332	761	0.5044678055	0.1561057353
2333	761	0.5060446781	0.1524749585
2334	759	0.5076416337	0.1578665341
2335	757	0.5030383091	0.1597678794
2336	756	0.5064814815	0.1600191818
2337	755	0.5101986755	0.1600971154
2338	752	0.5098404255	0.1587315949
2339	751	0.5101198402	0.1558580443
2340	748	0.5062834225	0.1552144795
2341	747	0.506291834	0.1544538609
2342	745	0.5044295302	0.1534191195
2343	742	0.5013477089	0.1526877453
2344	737	0.5023066486	0.1535914628
2345	730	0.5026027397	0.1529842628
2346	726	0.503030303	0.1536217195
2347	724	0.5009668508	0.1548895668
2348	722	0.5037396122	0.1586818235
2349	720	0.5023611111	0.1590160112
2350	720	0.5047222222	0.1585697553
2351	719	0.5073713491	0.1590607509
2352	717	0.510181311	0.1607846712
2353	716	0.5148044693	0.1626554805
2354	712	0.5162921348	0.1625421779
2355	710	0.5185915493	0.1632184726
2356	707	0.5168316832	0.1636297221
2357	706	0.5152974504	0.1626392954
2358	703	0.513655761	0.1619972459
2359	698	0.5190544413	0.1594967728
2360	696	0.5168103448	0.1632699222
2361	693	0.5199134199	0.1570157978
2362	692	0.5195086705	0.1519936536
2363	692	0.5216763006	0.154015874
2364	690	0.5189855072	0.1512330472
2365	689	0.5179970972	0.1522775138
2366	689	0.5197387518	0.1523476325
2367	689	0.5194484761	0.1510456559
2368	687	0.5192139738	0.1495572094
2369	684	0.5182748538	0.1516072003
2370	681	0.5212922173	0.1507751038
2371	678	0.5172566372	0.1532735103
2372	678	0.5107669617	0.1556762827
2373	675	0.5100740741	0.1541115339
2374	673	0.5071322437	0.1541200649
2375	667	0.5031484258	0.1555730728
2376	665	0.5037593985	0.1574257266
2377	664	0.5028614458	0.1575631603
2378	664	0.5034638554	0.157072393
2379	661	0.5025718608	0.1574457034
2380	658	0.5039513678	0.161723837
2381	656	0.5047256098	0.1603889642
2382	651	0.5115207373	0.1565939031
2383	649	0.5103235747	0.1555388865
2384	646	0.513622291	0.1548
2385	643	0.5163297045	0.1541471198
2386	642	0.5140186916	0.1576394787
2387	641	0.5166926677	0.1589326158
2388	639	0.5159624413	0.154419419
2389	637	0.5204081633	0.1568663595
2390	636	0.5194968553	0.1594913248
2391	633	0.5181674566	0.1605729977
2392	629	0.5213036566	0.1597620001
2393	626	0.5214057508	0.1563009045
2394	623	0.5243980738	0.1534470137
2395	621	0.5268921095	0.1565576852
2396	620	0.5275806452	0.1537612884
2397	619	0.5273021002	0.1555052971
2398	618	0.5276699029	0.1549446329
2399	616	0.523538961	0.1539980449
2400	616	0.5201298701	0.1500562103
2401	615	0.5227642276	0.1513156439
2402	614	0.517752443	0.1526983058
2403	613	0.51908646	0.1548913655
2404	612	0.5161764706	0.1561895789
2405	609	0.508045977	0.1551024594
2406	608	0.5098684211	0.1520733326
2407	607	0.5077429984	0.148543771
2408	605	0.5024793388	0.149855473
2409	604	0.5024834437	0.1544391414
2410	602	0.5041528239	0.1567931215
2411	598	0.4989966555	0.1589019491
2412	597	0.5005025126	0.1572899106
2413	594	0.4984848485	0.1550965614
2414	594	0.5006734007	0.1503068166
2415	593	0.505227656	0.1538367889
2416	590	0.5049152542	0.1532459293
2417	587	0.5081771721	0.1529981437
2418	584	0.5167808219	0.1516775371
2419	582	0.5183848797	0.1548376924
2420	581	0.5213425129	0.1534197264
2421	580	0.5244827586	0.1538715588
2422	576	0.5243055556	0.1483691566
2423	574	0.5271777003	0.1511629015
2424	574	0.5278745645	0.1508050809
2425	572	0.5258741259	0.1568765435
2426	569	0.5235500879	0.1583328612
2427	569	0.5210896309	0.1600028802
2428	566	0.5219081272	0.1597720285
2429	566	0.5196113074	0.1635100546
2430	564	0.5147163121	0.1645316511
2431	561	0.513368984	0.1638971278
2432	559	0.5168157424	0.1579267058
2433	556	0.5151079137	0.1542741972
2434	554	0.5144404332	0.1525030421
2435	554	0.5146209386	0.1521896167
2436	550	0.5163636364	0.1495005459
2437	548	0.5182481752	0.1482102364
2438	548	0.5129562044	0.1513805746
2439	548	0.5151459854	0.1563981462
2440	545	0.5152293578	0.1524334496
2441	545	0.5170642202	0.1505421563
2442	545	0.5130275229	0.1525171345
2443	545	0.5117431193	0.1541168628
2444	542	0.5110701107	0.1477605232
2445	539	0.5157699443	0.1427009242
2446	538	0.5169144981	0.1446446618
2447	535	0.5175700935	0.1438771615
2448	534	0.5207865169	0.149150338
2449	534	0.5170411985	0.1478619478
2450	534	0.5162921348	0.1494575612
2451	533	0.5133208255	0.1487623874
2452	531	0.5124293785	0.1504416981
2453	530	0.5120754717	0.1566315047
2454	529	0.5126654064	0.1576357804
2455	527	0.5081593928	0.1570295577
2456	525	0.5055238095	0.160913943
2457	525	0.5024761905	0.1616980193
2458	525	0.5047619048	0.1603454321
2459	524	0.5066793893	0.1555991997
2460	522	0.508045977	0.1558944462
2461	522	0.5078544061	0.1579186762
2462	521	0.5071017274	0.1574979731
2463	520	0.5101923077	0.1528950166
2464	517	0.5106382979	0.1510215976
2465	515	0.5089320388	0.1505905051
2466	512	0.5125	0.155623745
2467	510	0.5158823529	0.155054405
2468	509	0.5119842829	0.1574408292
2469	508	0.5102362205	0.1614816465
2470	506	0.5053359684	0.1635548335
2471	506	0.5063241107	0.1653823146
2472	504	0.5057539683	0.163744099
2473	502	0.5041832669	0.1546182495
2474	501	0.5045908184	0.1522908311
2475	498	0.5074297189	0.1464609961
2476	498	0.5034136546	0.1467464879
2477	497	0.5042253521	0.1489137514
2478	496	0.5060483871	0.1470259937
2479	494	0.5123481781	0.1476857652
2480	492	0.5170731707	0.1481360159
2481	489	0.5196319018	0.1528965978
2482	488	0.5168032787	0.1502880643
2483	488	0.5196721311	0.1498027907
2484	485	0.5154639175	0.1555437461
2485	482	0.5145228216	0.1571157319
2486	480	0.516875	0.1560803245
2487	475	0.5176842105	0.1559450148
2488	474	0.5166666667	0.1519100148
2489	471	0.5123142251	0.1535743801
2490	470	0.5108510638	0.151409404
2491	470	0.5108510638	0.1528081788
2492	470	0.5136170213	0.1481291204
2493	470	0.5142553191	0.1509860453
2494	468	0.5207264957	0.1546221821
2495	467	0.5201284797	0.1556281208
2496	466	0.5193133047	0.1564505726
2497	465	0.5122580645	0.1564397512
2498	463	0.5174946004	0.1541947223
2499	462	0.5216450216	0.1553069143
2500	461	0.5221258134	0.1555503608
2501	460	0.5213043478	0.1549980182
2502	458	0.5229257642	0.1544767155
2503	455	0.5210989011	0.1513125762
2504	455	0.5204395604	0.1521993494
2505	453	0.5189845475	0.1491457122
2506	451	0.5164079823	0.1473985873
2507	450	0.5197777778	0.1444835844
2508	445	0.5148314607	0.1512651691
2509	445	0.5130337079	0.1470641876
2510	444	0.5105855856	0.1476562217
2511	442	0.5110859729	0.1464178513
2512	439	0.5082004556	0.1544368737
2513	438	0.5038812785	0.1582106121
2514	437	0.4995423341	0.1564765682
2515	437	0.4981693364	0.1529162397
2516	436	0.5025229358	0.154052481
2517	435	0.5002298851	0.1585130403
2518	434	0.499078341	0.154648638
2519	432	0.4944444444	0.1518913679
2520	430	0.4965116279	0.1496100936
2521	430	0.4953488372	0.1442760409
2522	428	0.4948598131	0.1520013803
2523	424	0.4969339623	0.1530046102
2524	422	0.504028436	0.1562531642
2525	422	0.5037914692	0.1520315324
2526	421	0.4990498812	0.1544249924
2527	421	0.503087886	0.1527731443
2528	418	0.5074162679	0.1480899892
2529	416	0.5088942308	0.1490119005
2530	415	0.5084337349	0.1516216115
2531	414	0.5096618357	0.1524466538
2532	413	0.5147699758	0.1529365751
2533	411	0.5141119221	0.1555005328
2534	409	0.5149144254	0.1569811632
2535	408	0.5181372549	0.158158709
2536	407	0.516953317	0.1640475609
2537	405	0.5133333333	0.1584492753
2538	405	0.5066666667	0.1548555679
2539	402	0.5054726368	0.1561983065
2540	401	0.5049875312	0.1584685509
2541	400	0.5055	0.1541744142
2542	399	0.5	0.1513514723
2543	398	0.5055276382	0.1530907636
2544	397	0.4994962217	0.1542014388
2545	394	0.4974619289	0.153449854
2546	392	0.5028061224	0.1623088614
2547	392	0.5053571429	0.1627157124
2548	391	0.5061381074	0.1620305025
2549	387	0.5157622739	0.1618198358
2550	387	0.5175710594	0.1575040855
2551	386	0.5165803109	0.1514514065
2552	385	0.5197402597	0.1500646962
2553	384	0.5122395833	0.1428183027
2554	380	0.5160526316	0.1473634868
2555	379	0.5232189974	0.1512975787
2556	377	0.5183023873	0.1545397336
2557	376	0.5183510638	0.1579740221
2558	375	0.516	0.1561537704
2559	375	0.5093333333	0.155754793
2560	374	0.5077540107	0.1546733091
2561	374	0.5061497326	0.153879038
2562	373	0.5085790885	0.1559589115
2563	372	0.5107526882	0.1544761286
2564	370	0.5151351351	0.1527694186
2565	367	0.5114441417	0.1599721928
2566	367	0.5122615804	0.1610153655
2567	363	0.51184573	0.1627845114
2568	362	0.5168508287	0.1534790819
2569	362	0.520718232	0.1555121041
2570	360	0.5230555556	0.1538274546
2571	359	0.5256267409	0.1557105556
2572	357	0.5263305322	0.1520402147
2573	356	0.5311797753	0.1558224329
2574	355	0.5253521127	0.1509764555
2575	353	0.5186968839	0.1518218033
2576	352	0.5173295455	0.1456206327
2577	351	0.5188034188	0.1478805385
2578	350	0.518	0.1467417557
2579	349	0.517765043	0.1457109508
2580	349	0.5151862464	0.1459040869
2581	347	0.5152737752	0.1528692816
2582	346	0.5187861272	0.15232201
2583	345	0.5162318841	0.1579680893
2584	342	0.5131578947	0.1599596941
2585	342	0.5125730994	0.1625449616
2586	341	0.5161290323	0.163729359
2587	340	0.5152941176	0.159599412
2588	338	0.5162721893	0.1565200609
2589	338	0.5130177515	0.1599067951
2590	335	0.5205970149	0.1621486383
2591	334	0.522754491	0.1636692468
2592	334	0.5170658683	0.1583288905
2593	332	0.5234939759	0.1538340033
2594	332	0.5253012048	0.1477488699
2595	332	0.5271084337	0.1528447525
2596	332	0.5201807229	0.1551795419
2597	332	0.5192771084	0.1462032183
2598	331	0.519939577	0.1496057133
2599	331	0.5190332326	0.149622795
2600	330	0.5103030303	0.1528018096
2601	328	0.5042682927	0.1497357875
2602	328	0.5036585366	0.148319959
2603	327	0.501529052	0.1495071974
2604	327	0.5070336391	0.153390057
2605	325	0.5070769231	0.1603239324
2606	325	0.5110769231	0.1617226788
2607	325	0.512	0.1571202381
2608	325	0.5101538462	0.1536879186
2609	324	0.512037037	0.1589224475
2610	323	0.5176470588	0.1653349332
2611	322	0.5245341615	0.1637694574
2612	322	0.5242236025	0.1604637679
2613	321	0.5208722741	0.1618637149
2614	321	0.5190031153	0.1595757713
2615	320	0.5240625	0.1567713178
2616	316	0.5313291139	0.1593086505
2617	316	0.5310126582	0.1645484418
2618	314	0.5299363057	0.1598028117
2619	312	0.5282051282	0.161838346
2620	312	0.5246794872	0.1595262211
2621	311	0.5196141479	0.1564307856
2622	310	0.5183870968	0.1539291159
2623	309	0.5210355987	0.1536320638
2624	307	0.5153094463	0.1514107987
2625	307	0.5185667752	0.1525480581
2626	307	0.516286645	0.1461622718
2627	307	0.5185667752	0.1529745181
2628	304	0.5180921053	0.1529371799
2629	304	0.51875	0.1500342614
2630	303	0.5168316832	0.151822356
2631	302	0.5129139073	0.1522419189
2632	302	0.517218543	0.1540884709
2633	300	0.515	0.1499166435
2634	300	0.5186666667	0.1544394883
2635	299	0.5113712375	0.156693871
2636	299	0.5053511706	0.1555165965
2637	299	0.502006689	0.1516773109
2638	296	0.4986486486	0.1531147276
2639	295	0.4949152542	0.154507121
2640	295	0.4989830508	0.1563318387
2641	293	0.5037542662	0.1528553076
2642	291	0.5054982818	0.1591558784
2643	290	0.5079310345	0.1563788351
2644	290	0.5113793103	0.1577038722
2645	289	0.5141868512	0.1557639274
2646	288	0.5184027778	0.1558184627
2647	288	0.5215277778	0.1612293029
2648	288	0.5232638889	0.1520020553
2649	287	0.5243902439	0.1531238971
2650	286	0.5248251748	0.1548035215
2651	285	0.5235087719	0.1561880471
2652	285	0.5203508772	0.1562944243
2653	285	0.5178947368	0.1609046448
2654	284	0.5112676056	0.1565915974
2655	284	0.5066901408	0.1498507324
2656	284	0.5077464789	0.1501520092
2657	283	0.5056537102	0.1387851641
2658	283	0.503180212	0.1497599706
2659	282	0.5085106383	0.1421663004
2660	280	0.505	0.1408266411
2661	280	0.5107142857	0.1459923817
2662	277	0.5083032491	0.1507011594
2663	272	0.5058823529	0.151106072
2664	272	0.5128676471	0.1475904911
2665	271	0.5125461255	0.1475175038
2666	271	0.5077490775	0.1562206659
2667	271	0.5066420664	0.1466482133
2668	271	0.5070110701	0.1490025752
2669	269	0.4985130112	0.1493406227
2670	269	0.5029739777	0.1488196536
2671	267	0.502247191	0.1486348829
2672	266	0.5105263158	0.1500692361
2673	266	0.5131578947	0.1398703396
2674	265	0.5094339623	0.1477684968
2675	263	0.5144486692	0.1436235979
2676	261	0.5187739464	0.1456654392
2677	260	0.5180769231	0.1496796382
2678	259	0.5189189189	0.1490937527
2679	258	0.5217054264	0.1459856849
2680	258	0.5178294574	0.1483498967
2681	258	0.5174418605	0.1531517921
2682	258	0.5166666667	0.1637536121
2683	257	0.513229572	0.1633194032
2684	256	0.5171875	0.1596428509
2685	255	0.5188235294	0.1519758373
2686	254	0.5181102362	0.1521071539
2687	253	0.5213438735	0.1535449759
2688	252	0.525	0.1572645633
2689	251	0.5231075697	0.162965253
2690	250	0.5232	0.1649901815
2691	250	0.514	0.162
2692	249	0.5100401606	0.1576037887
2693	248	0.5064516129	0.1517329655
2694	247	0.5	0.1505724569
2695	247	0.4927125506	0.1454698181
2696	246	0.4963414634	0.148525371
2697	246	0.493495935	0.1485648622
2698	245	0.4885714286	0.1496662955
2699	245	0.4910204082	0.1476377931
2700	245	0.4918367347	0.1414743572
2701	244	0.4991803279	0.143433255
2702	243	0.4962962963	0.1458149606
2703	242	0.5053719008	0.1354974997
2704	241	0.5112033195	0.138452488
2705	240	0.5183333333	0.1437493961
2706	238	0.5147058824	0.1492069992
2707	237	0.511814346	0.1479382901
2708	237	0.5067510549	0.1427458027
2709	237	0.5088607595	0.1439554608
2710	236	0.5016949153	0.1467056611
2711	235	0.5012765957	0.1533958448
2712	234	0.508974359	0.1534664117
2713	233	0.5038626609	0.1497712649
2714	232	0.4969827586	0.1495379079
2715	232	0.4905172414	0.1479622787
2716	232	0.4931034483	0.1421656015
2717	232	0.4974137931	0.1370635436
2718	232	0.5021551724	0.1424678187
2719	231	0.5008658009	0.1395699462
2720	231	0.5138528139	0.1470587684
2721	228	0.5083333333	0.1503528987
2722	228	0.5127192982	0.1532271853
2723	226	0.5146017699	0.162962265
2724	225	0.5231111111	0.1611048275
2725	224	0.5316964286	0.1590282342
2726	224	0.5272321429	0.1658835102
2727	223	0.5286995516	0.1693607457
2728	223	0.5291479821	0.1667486242
2729	223	0.5192825112	0.1596954108
2730	222	0.5162162162	0.153658414
2731	222	0.5202702703	0.143614596
2732	220	0.5181818182	0.1496552512
2733	219	0.5127853881	0.1602538072
2734	218	0.5064220183	0.1534168809
2735	218	0.5096330275	0.1460452777
2736	217	0.5087557604	0.1495517736
2737	216	0.5041666667	0.1546538848
2738	215	0.5065116279	0.1517477056
2739	214	0.5177570093	0.1505833418
2740	213	0.5150234742	0.1537012052
2741	212	0.5132075472	0.147989974
2742	212	0.5018867925	0.1450316375
2743	212	0.5099056604	0.1445421874
2744	211	0.5104265403	0.1417069537
2745	210	0.5028571429	0.1410553035
2746	210	0.5114285714	0.1475606643
2747	208	0.5173076923	0.1430722704
2748	206	0.5082524272	0.142037375
2749	206	0.5	0.1451480663
2750	205	0.4946341463	0.1408008031
2751	205	0.4941463415	0.1463869848
2752	205	0.4990243902	0.1520559088
2753	204	0.4955882353	0.1492797974
2754	202	0.5014851485	0.1433260227
2755	201	0.5044776119	0.1422276598
2756	200	0.5045	0.1520846804
2757	199	0.4979899497	0.1500284057
2758	199	0.5050251256	0.1509596584
2759	199	0.5150753769	0.1568338408
2760	199	0.5165829146	0.1618870563
2761	198	0.5186868687	0.1626929094
2762	197	0.5258883249	0.164609514
2763	197	0.5360406091	0.1682111266
2764	196	0.537244898	0.1659559851
2765	195	0.5358974359	0.1646864612
2766	194	0.5365979381	0.1574630482
2767	194	0.5391752577	0.1520015606
2768	193	0.529015544	0.1478255686
2769	192	0.5270833333	0.1489401213
2770	192	0.5260416667	0.1434288381
2771	191	0.5240837696	0.1529674136
2772	191	0.5240837696	0.1550074253
2773	191	0.5162303665	0.1601649324
2774	191	0.5157068063	0.153712855
2775	191	0.5178010471	0.1538251615
2776	190	0.5073684211	0.1526896441
2777	190	0.5094736842	0.1536048822
2778	190	0.5215789474	0.1472828699
2779	189	0.519047619	0.1393755646
2780	188	0.5255319149	0.1316314732
2781	188	0.5255319149	0.13521942
2782	188	0.5239361702	0.1368779398
2783	186	0.5188172043	0.1415000244
2784	186	0.5182795699	0.1477037405
2785	185	0.5108108108	0.1410075401
2786	184	0.5163043478	0.1491112613
2787	184	0.5108695652	0.1542559433
2788	184	0.5032608696	0.1492379825
2789	184	0.5038043478	0.1449763278
2790	184	0.4967391304	0.144802029
2791	183	0.4967213115	0.1421542452
2792	182	0.5021978022	0.1362593051
2793	181	0.5022099448	0.1452586952
2794	179	0.4944134078	0.1385159452
2795	178	0.4960674157	0.1346499246
2796	178	0.4994382022	0.1435885159
2797	175	0.504	0.1557874009
2798	175	0.5062857143	0.1504865578
2799	175	0.5022857143	0.1563710919
2800	175	0.5085714286	0.1603058302
2801	174	0.5120689655	0.1561876114
2802	174	0.5005747126	0.1555476519
2803	174	0.5074712644	0.1654024586
2804	174	0.5103448276	0.1671495186
2805	172	0.5040697674	0.1664812156
2806	171	0.5093567251	0.1669301293
2807	170	0.5047058824	0.1658531472
2808	169	0.4982248521	0.1644331748
2809	167	0.5005988024	0.1650610506
2810	166	0.5048192771	0.1619933172
2811	166	0.5072289157	0.1626461401
2812	166	0.5126506024	0.1654390605
2813	163	0.5085889571	0.1610543379
2814	162	0.5111111111	0.1625415426
2815	162	0.5148148148	0.1667489509
2816	162	0.5117283951	0.1603952689
2817	162	0.5179012346	0.1594374063
2818	162	0.5222222222	0.156347192
2819	162	0.5166666667	0.1556547303
2820	162	0.5135802469	0.1517414032
2821	162	0.5074074074	0.1585254412
2822	160	0.520625	0.1577564876
2823	159	0.5257861635	0.1582982761
2824	159	0.527672956	0.1601539942
2825	159	0.527672956	0.1617171806
2826	158	0.5189873418	0.1526773295
2827	158	0.5151898734	0.1454705221
2828	158	0.5126582278	0.1478684744
2829	157	0.5191082803	0.1502158778
2830	156	0.5179487179	0.1465357135
2831	156	0.525	0.1448363356
2832	155	0.5070967742	0.1490224826
2833	155	0.5064516129	0.1572659221
2834	155	0.4980645161	0.1659657826
2835	155	0.5058064516	0.1643123342
2836	155	0.5141935484	0.1583946519
2837	155	0.5135483871	0.1634615154
2838	155	0.5238709677	0.1532797868
2839	154	0.525974026	0.1561738936
2840	154	0.524025974	0.1503481651
2841	154	0.5090909091	0.1429574618
2842	154	0.5097402597	0.1506563478
2843	152	0.5046052632	0.1510223127
2844	151	0.5086092715	0.1486987253
2845	151	0.5105960265	0.1419599411
2846	151	0.5105960265	0.140081489
2847	151	0.5099337748	0.1525739282
2848	151	0.5006622517	0.1537593754
2849	151	0.5066225166	0.1538335189
2850	150	0.5	0.1437590577
2851	149	0.5093959732	0.1443998373
2852	149	0.5127516779	0.1525129945
2853	149	0.5174496644	0.142711773
2854	149	0.522147651	0.1427654187
2855	149	0.5161073826	0.1479466229
2856	149	0.5046979866	0.1485209273
2857	148	0.5067567568	0.1531922314
2858	148	0.5175675676	0.1596940556
2859	148	0.5121621622	0.1559215869
2860	148	0.5087837838	0.1567960692
2861	148	0.5087837838	0.1639582404
2862	148	0.5054054054	0.159299049
2863	148	0.5027027027	0.1651968302
2864	148	0.4986486486	0.1614907271
2865	148	0.4959459459	0.1532875669
2866	148	0.4959459459	0.1567742302
2867	147	0.4965986395	0.1596829197
2868	147	0.5	0.1547435887
2869	147	0.5013605442	0.1433260849
2870	147	0.5163265306	0.1399906782
2871	147	0.5149659864	0.1376942
2872	145	0.5227586207	0.1348024494
2873	145	0.5179310345	0.1362902408
2874	144	0.525	0.1346291202
2875	143	0.5237762238	0.1378952891
2876	143	0.5286713287	0.1470561368
2877	143	0.5363636364	0.1512398431
2878	143	0.5258741259	0.1540653239
2879	143	0.5244755245	0.1592011452
2880	142	0.5190140845	0.159635632
2881	142	0.5105633803	0.1630293098
2882	142	0.5077464789	0.1601381198
2883	142	0.5105633803	0.1604165996
2884	142	0.5049295775	0.1516702617
2885	141	0.5070921986	0.1546652253
2886	141	0.5070921986	0.1609569742
2887	141	0.4992907801	0.1582243913
2888	141	0.5070921986	0.1500096404
2889	141	0.5085106383	0.1494620907
2890	140	0.5071428571	0.1579524599
2891	140	0.5121428571	0.1618940823
2892	140	0.5078571429	0.1599409968
2893	140	0.5107142857	0.1491386836
2894	139	0.5071942446	0.1501271824
2895	139	0.5028776978	0.1535865917
